,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,Month
7309,9475,2002-03,Heavy Goods Vehicle,MAN,65,2002,3
7310,9475,2010-11,Heavy Goods Vehicle,MAN,65,2010,11
7311,9476,2001-02,Light Goods Vehicle,MAN,48,2001,2
7312,9477,2005-06,Heavy Goods Vehicle,MAN,80,2005,6
7313,9480,2001-02,Light Goods Vehicle,Iveco,50,2001,2
7314,9480,2007-08,Light Goods Vehicle,Iveco,50,2007,8
7315,9481,2006-07,Heavy Goods Vehicle,Iveco,80,2006,7
7316,9482,2004-05,Light Goods Vehicle,Renault,70,2004,5
7317,9483,2006-07,Light Goods Vehicle,Renault,80,2006,7
7318,9484,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7319,9486,2004-05,Heavy Goods Vehicle,DAF,60,2004,5
7320,9486,2011-12,Heavy Goods Vehicle,DAF,60,2011,12
7321,9487,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
7322,9489,2005-06,Light Goods Vehicle,DAF,50,2005,6
7323,9490,2003-04,Light Goods Vehicle,Ford,45,2003,4
7324,9495,2002-03,Heavy Goods Vehicle,MAN,10,2002,3
7325,9496,2004-05,Light Goods Vehicle,Renault,20,2004,5
7326,9497,2002-03,Personnel Vehicle,Iveco,55,2002,3
7327,9497,2008-09,Personnel Vehicle,Iveco,45,2008,9
7328,9497,2010-11,Personnel Vehicle,Iveco,45,2010,11
7329,9498,2010-11,Personnel Vehicle,Renault,25,2010,11
7330,9499,2000-01,Light Goods Vehicle,MAN,0,2000,1
7331,9500,2002-03,Heavy Goods Vehicle,Renault,60,2002,3
7332,9502,2002-03,Heavy Goods Vehicle,Volkswagen,35,2002,3
7333,9506,2002-03,Light Goods Vehicle,Iveco,70,2002,3
7334,9506,2007-08,Light Goods Vehicle,Iveco,80,2007,8
7335,9508,2004-05,Heavy Goods Vehicle,Iveco,50,2004,5
7336,9509,2006-07,Heavy Goods Vehicle,Iveco,60,2006,7
7337,9510,2002-03,Light Goods Vehicle,Renault,40,2002,3
7338,9511,2006-07,Heavy Goods Vehicle,Renault,80,2006,7
7339,9512,2003-04,Personnel Vehicle,Renault,100,2003,4
7340,9513,2003-04,Personnel Vehicle,Renault,85,2003,4
7341,9513,2009-10,Personnel Vehicle,Renault,60,2009,10
7342,9514,2004-05,Light Goods Vehicle,Renault,85,2004,5
7343,9514,2010-11,Light Goods Vehicle,Renault,80,2010,11
7344,9515,2006-07,Light Goods Vehicle,Renault,0,2006,7
7345,9516,2007-08,Heavy Goods Vehicle,MAN,70,2007,8
7346,9517,2006-07,Personnel Vehicle,Renault,70,2006,7
7347,9519,2007-08,Light Goods Vehicle,DAF,45,2007,8
7348,9520,2001-02,Light Goods Vehicle,DAF,20,2001,2
7349,9520,2002-03,Light Goods Vehicle,DAF,20,2002,3
7350,9521,2002-03,Personnel Vehicle,DAF,100,2002,3
7351,9522,2008-09,Personnel Vehicle,DAF,75,2008,9
7352,9526,2006-07,Light Goods Vehicle,DAF,70,2006,7
7353,9527,2007-08,Personnel Vehicle,Ford,100,2007,8
7354,9531,2001-02,Light Goods Vehicle,Iveco,0,2001,2
7355,9531,2008-09,Light Goods Vehicle,Iveco,0,2008,9
7356,9533,2007-08,Heavy Goods Vehicle,MAN,60,2007,8
7357,9534,2005-06,Light Goods Vehicle,Iveco,0,2005,6
7358,9535,2003-04,Heavy Goods Vehicle,MAN,80,2003,4
7359,9535,2010-11,Heavy Goods Vehicle,MAN,65,2010,11
7360,9537,2001-02,Heavy Goods Vehicle,Renault,65,2001,2
7361,9537,2010-11,Heavy Goods Vehicle,Renault,50,2010,11
7362,9538,2007-08,Heavy Goods Vehicle,Iveco,60,2007,8
7363,9539,2007-08,Light Goods Vehicle,Iveco,48,2007,8
7364,9540,2002-03,Heavy Goods Vehicle,Volkswagen,60,2002,3
7365,9540,2009-10,Heavy Goods Vehicle,Volkswagen,65,2009,10
7366,9541,2001-02,Personnel Vehicle,Volkswagen,80,2001,2
7367,9541,2007-08,Personnel Vehicle,Volkswagen,85,2007,8
7368,9542,2002-03,Light Goods Vehicle,MAN,70,2002,3
7369,9543,2000-01,Light Goods Vehicle,Volkswagen,40,2000,1
7370,9544,2003-04,Heavy Goods Vehicle,MAN,65,2003,4
7371,9544,2011-12,Heavy Goods Vehicle,MAN,65,2011,12
7372,9545,2002-03,Heavy Goods Vehicle,Volkswagen,65,2002,3
7373,9546,2004-05,Light Goods Vehicle,Renault,55,2004,5
7374,9546,2010-11,Light Goods Vehicle,Renault,75,2010,11
7375,9548,2003-04,Personnel Vehicle,Iveco,75,2003,4
7376,9550,2006-07,Light Goods Vehicle,Iveco,45,2006,7
7377,9552,2004-05,Heavy Goods Vehicle,Renault,50,2004,5
7378,9553,2001-02,Personnel Vehicle,Renault,85,2001,2
7379,9555,2004-05,Light Goods Vehicle,Renault,85,2004,5
7380,9556,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7381,9558,2002-03,Light Goods Vehicle,DAF,30,2002,3
7382,9559,2004-05,Heavy Goods Vehicle,DAF,30,2004,5
7383,9559,2010-11,Heavy Goods Vehicle,DAF,15,2010,11
7384,9560,2002-03,Personnel Vehicle,DAF,60,2002,3
7385,9561,2007-08,Heavy Goods Vehicle,DAF,100,2007,8
7386,9562,2001-02,Heavy Goods Vehicle,Ford,30,2001,2
7387,9562,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
7388,9562,2010-11,Heavy Goods Vehicle,Ford,30,2010,11
7389,9563,2006-07,Light Goods Vehicle,Ford,50,2006,7
7390,9564,2004-05,Light Goods Vehicle,DAF,100,2004,5
7391,9566,2007-08,Light Goods Vehicle,Ford,55,2007,8
7392,9567,2000-01,Light Goods Vehicle,Ford,55,2000,1
7393,9567,2008-09,Light Goods Vehicle,Ford,58,2008,9
7394,9568,2003-04,Heavy Goods Vehicle,DAF,65,2003,4
7395,9568,2011-12,Heavy Goods Vehicle,DAF,65,2011,12
7396,9569,2007-08,Personnel Vehicle,Ford,45,2007,8
7397,9570,2000-01,Light Goods Vehicle,Ford,60,2000,1
7398,9570,2008-09,Light Goods Vehicle,Ford,5,2008,9
7399,9571,2006-07,Light Goods Vehicle,MAN,0,2006,7
7400,9572,2000-01,Heavy Goods Vehicle,Volkswagen,15,2000,1
7401,9572,2008-09,Heavy Goods Vehicle,Volkswagen,65,2008,9
7402,9573,2004-05,Light Goods Vehicle,Renault,35,2004,5
7403,9574,2002-03,Light Goods Vehicle,Iveco,40,2002,3
7404,9574,2008-09,Light Goods Vehicle,Iveco,40,2008,9
7405,9575,2003-04,Heavy Goods Vehicle,Renault,100,2003,4
7406,9576,2001-02,Heavy Goods Vehicle,MAN,65,2001,2
7407,9577,2006-07,Heavy Goods Vehicle,MAN,60,2006,7
7408,9578,2001-02,Personnel Vehicle,Renault,80,2001,2
7409,9578,2010-11,Personnel Vehicle,Renault,75,2010,11
7410,9579,2007-08,Heavy Goods Vehicle,Iveco,60,2007,8
7411,9581,2001-02,Light Goods Vehicle,Volkswagen,68,2001,2
7412,9581,2008-09,Light Goods Vehicle,Volkswagen,65,2008,9
7413,9582,2004-05,Personnel Vehicle,MAN,100,2004,5
7414,9583,2003-04,Heavy Goods Vehicle,MAN,65,2003,4
7415,9583,2011-12,Heavy Goods Vehicle,MAN,65,2011,12
7416,9584,2006-07,Personnel Vehicle,Volkswagen,60,2006,7
7417,9585,2007-08,Light Goods Vehicle,Renault,40,2007,8
7418,9586,2005-06,Heavy Goods Vehicle,Renault,50,2005,6
7419,9586,2011-12,Heavy Goods Vehicle,Renault,30,2011,12
7420,9587,2005-06,Light Goods Vehicle,Iveco,85,2005,6
7421,9589,2001-02,Heavy Goods Vehicle,DAF,80,2001,2
7422,9590,2001-02,Heavy Goods Vehicle,DAF,30,2001,2
7423,9591,2007-08,Heavy Goods Vehicle,Ford,60,2007,8
7424,9592,2005-06,Personnel Vehicle,Ford,85,2005,6
7425,9593,2003-04,Light Goods Vehicle,Volkswagen,70,2003,4
7426,9594,2007-08,Heavy Goods Vehicle,Ford,50,2007,8
7427,9595,2007-08,Light Goods Vehicle,DAF,20,2007,8
7428,9597,2002-03,Light Goods Vehicle,Iveco,20,2002,3
7429,9597,2009-10,Light Goods Vehicle,Iveco,0,2009,10
7430,9598,2007-08,Light Goods Vehicle,MAN,65,2007,8
7431,9599,2007-08,Heavy Goods Vehicle,MAN,30,2007,8
7432,9600,2000-01,Light Goods Vehicle,MAN,65,2000,1
7433,9601,2002-03,Heavy Goods Vehicle,Iveco,5,2002,3
7434,9601,2008-09,Heavy Goods Vehicle,Iveco,5,2008,9
7435,9601,2011-12,Heavy Goods Vehicle,Iveco,5,2011,12
7436,9602,2010-11,Heavy Goods Vehicle,Renault,60,2010,11
7437,9603,2001-02,Light Goods Vehicle,MAN,65,2001,2
7438,9604,2006-07,Heavy Goods Vehicle,MAN,65,2006,7
7439,9605,2001-02,Heavy Goods Vehicle,Renault,30,2001,2
7440,9606,2007-08,Heavy Goods Vehicle,Iveco,50,2007,8
7441,9608,2007-08,Heavy Goods Vehicle,Volkswagen,60,2007,8
7442,9609,2002-03,Light Goods Vehicle,MAN,48,2002,3
7443,9610,2006-07,Heavy Goods Vehicle,Volkswagen,65,2006,7
7444,9611,2006-07,Light Goods Vehicle,Iveco,40,2006,7
7445,9612,2002-03,Light Goods Vehicle,Renault,40,2002,3
7446,9613,2001-02,Light Goods Vehicle,Renault,45,2001,2
7447,9614,2001-02,Light Goods Vehicle,Renault,48,2001,2
7448,9614,2010-11,Light Goods Vehicle,Renault,80,2010,11
7449,9615,2004-05,Light Goods Vehicle,Renault,68,2004,5
7450,9615,2010-11,Light Goods Vehicle,Renault,68,2010,11
7451,9616,2004-05,Personnel Vehicle,Renault,85,2004,5
7452,9617,2008-09,Heavy Goods Vehicle,Renault,60,2008,9
7453,9618,2005-06,Light Goods Vehicle,Iveco,60,2005,6
7454,9619,2002-03,Personnel Vehicle,DAF,60,2002,3
7455,9619,2008-09,Personnel Vehicle,DAF,100,2008,9
7456,9620,2001-02,Personnel Vehicle,DAF,85,2001,2
7457,9620,2007-08,Personnel Vehicle,DAF,85,2007,8
7458,9622,2002-03,Personnel Vehicle,DAF,70,2002,3
7459,9624,2007-08,Light Goods Vehicle,Ford,70,2007,8
7460,9625,2007-08,Light Goods Vehicle,Ford,65,2007,8
7461,9626,2005-06,Heavy Goods Vehicle,Ford,50,2005,6
7462,9628,2001-02,Personnel Vehicle,Iveco,80,2001,2
7463,9628,2008-09,Personnel Vehicle,Iveco,70,2008,9
7464,9629,2007-08,Light Goods Vehicle,MAN,30,2007,8
7465,9631,2002-03,Personnel Vehicle,Iveco,80,2002,3
7466,9631,2008-09,Personnel Vehicle,Iveco,50,2008,9
7467,9632,2003-04,Heavy Goods Vehicle,MAN,30,2003,4
7468,9632,2009-10,Heavy Goods Vehicle,MAN,30,2009,10
7469,9633,2003-04,Heavy Goods Vehicle,Renault,10,2003,4
7470,9633,2010-11,Heavy Goods Vehicle,Renault,60,2010,11
7471,9635,2007-08,Heavy Goods Vehicle,Iveco,60,2007,8
7472,9636,2003-04,Heavy Goods Vehicle,Renault,5,2003,4
7473,9636,2009-10,Heavy Goods Vehicle,Renault,5,2009,10
7474,9637,2002-03,Heavy Goods Vehicle,Volkswagen,70,2002,3
7475,9639,2000-01,Heavy Goods Vehicle,Volkswagen,100,2000,1
7476,9639,2008-09,Heavy Goods Vehicle,Volkswagen,65,2008,9
7477,9640,2001-02,Light Goods Vehicle,MAN,48,2001,2
7478,9640,2011-12,Light Goods Vehicle,MAN,70,2011,12
7479,9641,2007-08,Heavy Goods Vehicle,Volkswagen,60,2007,8
7480,9642,2005-06,Heavy Goods Vehicle,Renault,60,2005,6
7481,9643,2002-03,Light Goods Vehicle,Iveco,55,2002,3
7482,9643,2007-08,Light Goods Vehicle,Iveco,20,2007,8
7483,9644,2003-04,Light Goods Vehicle,Iveco,20,2003,4
7484,9645,2003-04,Personnel Vehicle,Iveco,70,2003,4
7485,9646,2010-11,Heavy Goods Vehicle,Iveco,65,2010,11
7486,9647,2005-06,Personnel Vehicle,Renault,50,2005,6
7487,9648,2004-05,Heavy Goods Vehicle,Renault,65,2004,5
7488,9648,2009-10,Heavy Goods Vehicle,Renault,70,2009,10
7489,9649,2005-06,Heavy Goods Vehicle,Renault,60,2005,6
7490,9650,2009-10,Personnel Vehicle,Renault,60,2009,10
7491,9650,2010-11,Personnel Vehicle,Renault,60,2010,11
7492,9651,2002-03,Light Goods Vehicle,Renault,50,2002,3
7493,9652,2008-09,Heavy Goods Vehicle,Volkswagen,40,2008,9
7494,9653,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7495,9654,2002-03,Light Goods Vehicle,DAF,5,2002,3
7496,9654,2008-09,Light Goods Vehicle,DAF,5,2008,9
7497,9656,2002-03,Heavy Goods Vehicle,Ford,30,2002,3
7498,9658,2005-06,Heavy Goods Vehicle,Ford,60,2005,6
7499,9658,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
7500,9659,2009-10,Light Goods Vehicle,Ford,20,2009,10
7501,9660,2000-01,Heavy Goods Vehicle,Ford,65,2000,1
7502,9660,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
7503,9661,2005-06,Heavy Goods Vehicle,DAF,50,2005,6
7504,9664,2001-02,Light Goods Vehicle,MAN,60,2001,2
7505,9664,2008-09,Light Goods Vehicle,MAN,65,2008,9
7506,9667,2005-06,Heavy Goods Vehicle,Renault,50,2005,6
7507,9668,2001-02,Heavy Goods Vehicle,Renault,60,2001,2
7508,9669,2006-07,Light Goods Vehicle,Iveco,20,2006,7
7509,9670,2006-07,Light Goods Vehicle,Volkswagen,65,2006,7
7510,9671,2002-03,Heavy Goods Vehicle,Iveco,15,2002,3
7511,9671,2007-08,Heavy Goods Vehicle,Iveco,80,2007,8
7512,9671,2010-11,Heavy Goods Vehicle,Iveco,0,2010,11
7513,9672,2006-07,Heavy Goods Vehicle,MAN,60,2006,7
7514,9673,2003-04,Heavy Goods Vehicle,Renault,75,2003,4
7515,9674,2007-08,Heavy Goods Vehicle,Iveco,30,2007,8
7516,9675,2005-06,Heavy Goods Vehicle,MAN,60,2005,6
7517,9676,2003-04,Light Goods Vehicle,Iveco,0,2003,4
7518,9676,2008-09,Light Goods Vehicle,Iveco,48,2008,9
7519,9677,2007-08,Light Goods Vehicle,Volkswagen,20,2007,8
7520,9679,2008-09,Light Goods Vehicle,Iveco,0,2008,9
7521,9680,2001-02,Light Goods Vehicle,MAN,20,2001,2
7522,9681,2002-03,Light Goods Vehicle,Volkswagen,50,2002,3
7523,9681,2010-11,Light Goods Vehicle,Volkswagen,20,2010,11
7524,9682,2011-12,Heavy Goods Vehicle,Iveco,15,2011,12
7525,9683,2004-05,Light Goods Vehicle,Iveco,50,2004,5
7526,9684,2007-08,Light Goods Vehicle,Iveco,5,2007,8
7527,9686,2004-05,Light Goods Vehicle,Renault,20,2004,5
7528,9686,2010-11,Light Goods Vehicle,Renault,20,2010,11
7529,9687,2001-02,Light Goods Vehicle,Renault,50,2001,2
7530,9688,2005-06,Heavy Goods Vehicle,Renault,35,2005,6
7531,9691,2004-05,Light Goods Vehicle,DAF,60,2004,5
7532,9692,2005-06,Light Goods Vehicle,DAF,48,2005,6
7533,9693,2005-06,Light Goods Vehicle,DAF,0,2005,6
7534,9694,2006-07,Heavy Goods Vehicle,Ford,65,2006,7
7535,9695,2002-03,Personnel Vehicle,DAF,100,2002,3
7536,9696,2003-04,Light Goods Vehicle,DAF,80,2003,4
7537,9696,2010-11,Light Goods Vehicle,DAF,80,2010,11
7538,9697,2000-01,Personnel Vehicle,Ford,85,2000,1
7539,9698,2008-09,Light Goods Vehicle,Ford,10,2008,9
7540,9699,2000-01,Heavy Goods Vehicle,Ford,100,2000,1
7541,9699,2008-09,Heavy Goods Vehicle,Ford,100,2008,9
7542,9700,2006-07,Light Goods Vehicle,Iveco,40,2006,7
7543,9701,2003-04,Heavy Goods Vehicle,Volkswagen,15,2003,4
7544,9702,2001-02,Light Goods Vehicle,MAN,100,2001,2
7545,9702,2011-12,Light Goods Vehicle,MAN,100,2011,12
7546,9703,2002-03,Heavy Goods Vehicle,MAN,65,2002,3
7547,9703,2010-11,Heavy Goods Vehicle,MAN,15,2010,11
7548,9704,2005-06,Heavy Goods Vehicle,Iveco,65,2005,6
7549,9704,2011-12,Heavy Goods Vehicle,Iveco,65,2011,12
7550,9707,2000-01,Personnel Vehicle,Renault,70,2000,1
7551,9707,2001-02,Personnel Vehicle,Renault,75,2001,2
7552,9707,2010-11,Personnel Vehicle,Renault,75,2010,11
7553,9708,2003-04,Light Goods Vehicle,MAN,60,2003,4
7554,9708,2010-11,Light Goods Vehicle,MAN,60,2010,11
7555,9709,2003-04,Heavy Goods Vehicle,Iveco,35,2003,4
7556,9709,2009-10,Heavy Goods Vehicle,Iveco,35,2009,10
7557,9710,2007-08,Heavy Goods Vehicle,Volkswagen,60,2007,8
7558,9711,2003-04,Light Goods Vehicle,Renault,20,2003,4
7559,9712,2000-01,Light Goods Vehicle,Volkswagen,45,2000,1
7560,9712,2008-09,Light Goods Vehicle,Volkswagen,45,2008,9
7561,9712,2010-11,Light Goods Vehicle,Volkswagen,0,2010,11
7562,9713,2005-06,Light Goods Vehicle,Iveco,70,2005,6
7563,9714,2002-03,Heavy Goods Vehicle,Volkswagen,60,2002,3
7564,9715,2006-07,Light Goods Vehicle,Iveco,35,2006,7
7565,9716,2001-02,Heavy Goods Vehicle,Volkswagen,50,2001,2
7566,9716,2008-09,Heavy Goods Vehicle,Volkswagen,50,2008,9
7567,9718,2006-07,Heavy Goods Vehicle,MAN,60,2006,7
7568,9720,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7569,9720,2011-12,Light Goods Vehicle,Iveco,35,2011,12
7570,9721,2004-05,Light Goods Vehicle,Renault,60,2004,5
7571,9721,2010-11,Light Goods Vehicle,Renault,60,2010,11
7572,9722,2009-10,Light Goods Vehicle,Renault,20,2009,10
7573,9723,2001-02,Heavy Goods Vehicle,Renault,60,2001,2
7574,9724,2004-05,Light Goods Vehicle,Renault,0,2004,5
7575,9724,2010-11,Light Goods Vehicle,Renault,40,2010,11
7576,9725,2002-03,Light Goods Vehicle,Iveco,0,2002,3
7577,9725,2006-07,Light Goods Vehicle,Iveco,20,2006,7
7578,9726,2006-07,Light Goods Vehicle,Renault,80,2006,7
7579,9728,2005-06,Heavy Goods Vehicle,Ford,65,2005,6
7580,9730,2005-06,Personnel Vehicle,DAF,85,2005,6
7581,9731,2009-10,Light Goods Vehicle,Ford,58,2009,10
7582,9734,2003-04,Light Goods Vehicle,Ford,70,2003,4
7583,9734,2009-10,Light Goods Vehicle,Ford,70,2009,10
7584,9735,2007-08,Light Goods Vehicle,Ford,0,2007,8
7585,9738,2003-04,Heavy Goods Vehicle,MAN,30,2003,4
7586,9739,2002-03,Personnel Vehicle,Iveco,0,2002,3
7587,9739,2007-08,Personnel Vehicle,Iveco,0,2007,8
7588,9740,2001-02,Heavy Goods Vehicle,MAN,65,2001,2
7589,9741,2004-05,Light Goods Vehicle,Iveco,45,2004,5
7590,9741,2010-11,Light Goods Vehicle,Iveco,0,2010,11
7591,9742,2002-03,Light Goods Vehicle,MAN,40,2002,3
7592,9742,2011-12,Light Goods Vehicle,MAN,40,2011,12
7593,9743,2003-04,Heavy Goods Vehicle,Renault,30,2003,4
7594,9743,2010-11,Heavy Goods Vehicle,Renault,30,2010,11
7595,9745,2004-05,Heavy Goods Vehicle,Renault,30,2004,5
7596,9746,2007-08,Heavy Goods Vehicle,Iveco,30,2007,8
7597,9747,2006-07,Heavy Goods Vehicle,MAN,65,2006,7
7598,9748,2005-06,Personnel Vehicle,MAN,30,2005,6
7599,9749,2011-12,Light Goods Vehicle,Volkswagen,20,2011,12
7600,9750,2001-02,Light Goods Vehicle,Volkswagen,65,2001,2
7601,9751,2008-09,Light Goods Vehicle,Iveco,20,2008,9
7602,9753,2011-12,Light Goods Vehicle,Volkswagen,50,2011,12
7603,9754,2006-07,Heavy Goods Vehicle,MAN,60,2006,7
7604,9755,2005-06,Light Goods Vehicle,Iveco,40,2005,6
7605,9756,2002-03,Light Goods Vehicle,Iveco,0,2002,3
7606,9756,2007-08,Light Goods Vehicle,Iveco,0,2007,8
7607,9757,2004-05,Heavy Goods Vehicle,Renault,5,2004,5
7608,9757,2010-11,Heavy Goods Vehicle,Renault,5,2010,11
7609,9760,2004-05,Light Goods Vehicle,Renault,10,2004,5
7610,9760,2010-11,Light Goods Vehicle,Renault,10,2010,11
7611,9761,2002-03,Heavy Goods Vehicle,Iveco,30,2002,3
7612,9761,2008-09,Heavy Goods Vehicle,Iveco,30,2008,9
7613,9762,2003-04,Light Goods Vehicle,Renault,20,2003,4
7614,9762,2010-11,Light Goods Vehicle,Renault,20,2010,11
7615,9763,2005-06,Heavy Goods Vehicle,MAN,50,2005,6
7616,9764,2001-02,Light Goods Vehicle,Renault,20,2001,2
7617,9764,2005-06,Light Goods Vehicle,Renault,55,2005,6
7618,9764,2010-11,Light Goods Vehicle,Renault,0,2010,11
7619,9766,2005-06,Personnel Vehicle,Iveco,80,2005,6
7620,9766,2011-12,Personnel Vehicle,Iveco,80,2011,12
7621,9767,2006-07,Light Goods Vehicle,MAN,20,2006,7
7622,9768,2005-06,Heavy Goods Vehicle,Iveco,65,2005,6
7623,9768,2011-12,Heavy Goods Vehicle,Iveco,60,2011,12
7624,9769,2002-03,Light Goods Vehicle,Volkswagen,50,2002,3
7625,9770,2006-07,Heavy Goods Vehicle,MAN,65,2006,7
7626,9771,2002-03,Light Goods Vehicle,Iveco,45,2002,3
7627,9771,2007-08,Light Goods Vehicle,Iveco,45,2007,8
7628,9772,2008-09,Heavy Goods Vehicle,Volkswagen,60,2008,9
7629,9773,2003-04,Light Goods Vehicle,MAN,65,2003,4
7630,9774,2002-03,Personnel Vehicle,MAN,70,2002,3
7631,9775,2006-07,Heavy Goods Vehicle,Volkswagen,65,2006,7
7632,9776,2005-06,Heavy Goods Vehicle,Renault,80,2005,6
7633,9776,2011-12,Heavy Goods Vehicle,Renault,80,2011,12
7634,9777,2005-06,Light Goods Vehicle,Iveco,0,2005,6
7635,9778,2009-10,Heavy Goods Vehicle,Iveco,50,2009,10
7636,9780,2004-05,Light Goods Vehicle,Renault,70,2004,5
7637,9780,2010-11,Light Goods Vehicle,Renault,70,2010,11
7638,9781,2006-07,Heavy Goods Vehicle,Renault,75,2006,7
7639,9782,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7640,9783,2007-08,Light Goods Vehicle,Ford,70,2007,8
7641,9785,2004-05,Heavy Goods Vehicle,DAF,100,2004,5
7642,9790,2006-07,Heavy Goods Vehicle,Renault,65,2006,7
7643,9792,2002-03,Personnel Vehicle,MAN,100,2002,3
7644,9792,2011-12,Personnel Vehicle,MAN,85,2011,12
7645,9793,2002-03,Personnel Vehicle,Iveco,100,2002,3
7646,9793,2008-09,Personnel Vehicle,Iveco,75,2008,9
7647,9795,2006-07,Light Goods Vehicle,Iveco,40,2006,7
7648,9797,2005-06,Heavy Goods Vehicle,Renault,80,2005,6
7649,9797,2011-12,Heavy Goods Vehicle,Renault,65,2011,12
7650,9800,2009-10,Light Goods Vehicle,MAN,85,2009,10
7651,9800,2010-11,Light Goods Vehicle,MAN,65,2010,11
7652,9801,2005-06,Light Goods Vehicle,MAN,0,2005,6
7653,9803,2006-07,Heavy Goods Vehicle,MAN,65,2006,7
7654,9804,2002-03,Light Goods Vehicle,Iveco,58,2002,3
7655,9804,2007-08,Light Goods Vehicle,Iveco,58,2007,8
7656,9806,2002-03,Light Goods Vehicle,MAN,30,2002,3
7657,9809,2003-04,Heavy Goods Vehicle,Iveco,30,2003,4
7658,9809,2009-10,Heavy Goods Vehicle,Iveco,30,2009,10
7659,9811,2004-05,Heavy Goods Vehicle,Renault,65,2004,5
7660,9811,2009-10,Heavy Goods Vehicle,Renault,65,2009,10
7661,9813,2007-08,Personnel Vehicle,Volkswagen,75,2007,8
7662,9814,2006-07,Personnel Vehicle,Renault,70,2006,7
7663,9815,2007-08,Heavy Goods Vehicle,Renault,65,2007,8
7664,9816,2005-06,Light Goods Vehicle,Iveco,35,2005,6
7665,9817,2002-03,Heavy Goods Vehicle,DAF,80,2002,3
7666,9820,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
7667,9821,2003-04,Heavy Goods Vehicle,Ford,65,2003,4
7668,9822,2009-10,Heavy Goods Vehicle,DAF,40,2009,10
7669,9823,2007-08,Heavy Goods Vehicle,Ford,10,2007,8
7670,9824,2006-07,Light Goods Vehicle,Renault,55,2006,7
7671,9825,2006-07,Light Goods Vehicle,MAN,50,2006,7
7672,9826,2004-05,Light Goods Vehicle,Renault,20,2004,5
7673,9827,2003-04,Personnel Vehicle,MAN,85,2003,4
7674,9827,2011-12,Personnel Vehicle,MAN,80,2011,12
7675,9828,2003-04,Heavy Goods Vehicle,Renault,30,2003,4
7676,9828,2010-11,Heavy Goods Vehicle,Renault,60,2010,11
7677,9829,2005-06,Light Goods Vehicle,Renault,10,2005,6
7678,9829,2011-12,Light Goods Vehicle,Renault,10,2011,12
7679,9831,2006-07,Light Goods Vehicle,MAN,45,2006,7
7680,9832,2005-06,Light Goods Vehicle,Iveco,20,2005,6
7681,9833,2002-03,Heavy Goods Vehicle,Iveco,5,2002,3
7682,9833,2007-08,Heavy Goods Vehicle,Iveco,30,2007,8
7683,9833,2010-11,Heavy Goods Vehicle,Iveco,30,2010,11
7684,9834,2005-06,Light Goods Vehicle,Iveco,80,2005,6
7685,9836,2007-08,Heavy Goods Vehicle,MAN,0,2007,8
7686,9837,2006-07,Light Goods Vehicle,Iveco,20,2006,7
7687,9838,2002-03,Heavy Goods Vehicle,Iveco,50,2002,3
7688,9838,2008-09,Heavy Goods Vehicle,Iveco,60,2008,9
7689,9838,2011-12,Heavy Goods Vehicle,Iveco,50,2011,12
7690,9839,2002-03,Heavy Goods Vehicle,Volkswagen,30,2002,3
7691,9839,2009-10,Heavy Goods Vehicle,Volkswagen,30,2009,10
7692,9840,2006-07,Light Goods Vehicle,MAN,55,2006,7
7693,9841,2006-07,Personnel Vehicle,MAN,70,2006,7
7694,9842,2003-04,Light Goods Vehicle,MAN,55,2003,4
7695,9842,2010-11,Light Goods Vehicle,MAN,55,2010,11
7696,9843,2002-03,Light Goods Vehicle,Iveco,0,2002,3
7697,9843,2007-08,Light Goods Vehicle,Iveco,0,2007,8
7698,9844,2003-04,Light Goods Vehicle,Renault,40,2003,4
7699,9845,2001-02,Heavy Goods Vehicle,Renault,65,2001,2
7700,9846,2009-10,Heavy Goods Vehicle,Renault,65,2009,10
7701,9847,2004-05,Light Goods Vehicle,Renault,55,2004,5
7702,9847,2010-11,Light Goods Vehicle,Renault,20,2010,11
7703,9850,2006-07,Heavy Goods Vehicle,Volkswagen,50,2006,7
7704,9851,2006-07,Personnel Vehicle,Renault,70,2006,7
7705,9852,2005-06,Light Goods Vehicle,Iveco,45,2005,6
7706,9853,2006-07,Heavy Goods Vehicle,Iveco,50,2006,7
7707,9854,2006-07,Heavy Goods Vehicle,Iveco,30,2006,7
7708,9855,2008-09,Light Goods Vehicle,Volkswagen,50,2008,9
7709,9856,2003-04,Heavy Goods Vehicle,MAN,60,2003,4
7710,9857,2002-03,Light Goods Vehicle,Iveco,0,2002,3
7711,9857,2007-08,Light Goods Vehicle,Iveco,0,2007,8
7712,9858,2003-04,Light Goods Vehicle,Iveco,70,2003,4
7713,9858,2008-09,Light Goods Vehicle,Iveco,68,2008,9
7714,9859,2006-07,Light Goods Vehicle,Iveco,10,2006,7
7715,9859,2009-10,Light Goods Vehicle,Iveco,10,2009,10
